Date,State/UnionTerritory,Confirmed
8/12/20,Bihar,86413
8/12/20,Chandigarh,1670
8/12/20,Chhattisgarh,12929
8/12/20,Dadra and Nagar Haveli and Daman and Diu,1653
8/12/20,Delhi,147391
8/12/20,Goa,9444
8/12/20,Gujarat,73163
8/12/20,Haryana,43227
8/12/20,Himachal Pradesh,3497
8/12/20,Jammu and Kashmir,25931
8/12/20,Jharkhand,19225
8/12/20,Karnataka,188611
8/12/20,Kerala,36932
8/12/20,Ladakh,1770
8/12/20,Madhya Pradesh,40734
8/12/20,Maharashtra,535601
8/12/20,Manipur,3941
8/12/20,Meghalaya,1136
8/12/20,Mizoram,648
8/12/20,Nagaland,3031
8/12/20,Odisha,48796
8/12/20,Puducherry,5900
8/12/20,Punjab,25889
8/12/20,Rajasthan,54887
8/12/20,Sikkim,913
8/12/20,Tamil Nadu,308649
8/12/20,Telangana,84544
8/12/20,Tripura,6482
8/12/20,Uttarakhand,10432
8/12/20,Uttar Pradesh,131763
8/12/20,West Bengal,101390
8/13/20,Andaman and Nicobar Islands,1900
8/13/20,Andhra Pradesh,254146
8/13/20,Arunachal Pradesh,2430
8/13/20,Assam,68999
8/13/20,Bihar,90321
8/13/20,Chandigarh,1751
8/13/20,Chhattisgarh,13498
8/13/20,Dadra and Nagar Haveli and Daman and Diu,1696
8/13/20,Delhi,148504
8/13/20,Goa,9924
8/13/20,Gujarat,74318
8/13/20,Haryana,44024
8/13/20,Himachal Pradesh,3636
8/13/20,Jammu and Kashmir,26413
8/13/20,Jharkhand,19743
8/13/20,Karnataka,196494
8/13/20,Kerala,38144
8/13/20,Ladakh,1811
8/13/20,Madhya Pradesh,41604
8/13/20,Maharashtra,548313
8/13/20,Manipur,3982
8/13/20,Meghalaya,1179
8/13/20,Mizoram,649
8/13/20,Nagaland,3118
8/13/20,Odisha,50672
8/13/20,Puducherry,6381
8/13/20,Punjab,26909
8/13/20,Rajasthan,56100
8/13/20,Sikkim,930
8/13/20,Tamil Nadu,314520
8/13/20,Telangana,86475
8/13/20,Tripura,6603
8/13/20,Uttarakhand,10886
8/13/20,Uttar Pradesh,136238
8/13/20,West Bengal,104326
8/14/20,Andaman and Nicobar Islands,2037
8/14/20,Andhra Pradesh,264142
8/14/20,Arunachal Pradesh,2512
8/14/20,Assam,71795
8/14/20,Bihar,94193
8/14/20,Chandigarh,1842
8/14/20,Chhattisgarh,13937
8/14/20,Dadra and Nagar Haveli and Daman and Diu,1752
8/14/20,Delhi,149460
8/14/20,Goa,10494
8/14/20,Gujarat,75408
8/14/20,Haryana,44817
8/14/20,Himachal Pradesh,3816
8/14/20,Jammu and Kashmir,26949
8/14/20,Jharkhand,20881
8/14/20,Karnataka,203200
8/14/20,Kerala,39708
8/14/20,Ladakh,1849
8/14/20,Madhya Pradesh,42618
8/14/20,Maharashtra,560126
8/14/20,Manipur,4112
8/14/20,Meghalaya,1193
8/14/20,Mizoram,649
8/14/20,Nagaland,3168
8/14/20,Odisha,52653
8/14/20,Puducherry,6680
8/14/20,Punjab,27936
8/14/20,Rajasthan,57414
8/14/20,Sikkim,931
8/14/20,Tamil Nadu,320355
8/14/20,Telangana,88396
8/14/20,Tripura,6767
8/14/20,Uttarakhand,11302
8/14/20,Uttar Pradesh,140775
8/14/20,West Bengal,107323
8/15/20,Andaman and Nicobar Islands,2186
8/15/20,Andhra Pradesh,273085
8/15/20,Arunachal Pradesh,2607
8/15/20,Assam,74501
8/15/20,Bihar,98008
8/15/20,Chandigarh,1928
8/15/20,Chhattisgarh,14481
8/15/20,Dadra and Nagar Haveli and Daman and Diu,1797
8/15/20,Delhi,150652
8/15/20,Goa,10970
8/15/20,Gujarat,76480
8/15/20,Haryana,45614
8/15/20,Himachal Pradesh,3874
8/15/20,Jammu and Kashmir,27489
8/15/20,Jharkhand,21595
8/15/20,Karnataka,211108
8/15/20,Kerala,41277
8/15/20,Ladakh,1879
8/15/20,Madhya Pradesh,43414
8/15/20,Maharashtra,572734
8/15/20,Manipur,4198
8/15/20,Meghalaya,1228
8/15/20,Mizoram,657
8/15/20,Nagaland,3322
8/15/20,Odisha,54630
8/15/20,Puducherry,6995
8/15/20,Punjab,29013
8/15/20,Rajasthan,58692
8/15/20,Sikkim,1080
8/15/20,Tamil Nadu,326245
8/15/20,Telangana,90259
8/15/20,Tripura,6934
8/15/20,Uttarakhand,11615
8/15/20,Uttar Pradesh,145287
8/15/20,West Bengal,110358
8/16/20,Andaman and Nicobar Islands,2306
8/16/20,Andhra Pradesh,281817
8/16/20,Arunachal Pradesh,2658
8/16/20,Assam,75558
8/16/20,Bihar,101551
8/16/20,Chandigarh,2009
8/16/20,Chhattisgarh,14987
8/16/20,Dadra and Nagar Haveli and Daman and Diu,1843
8/16/20,Delhi,151928
8/16/20,Goa,11339
8/16/20,Gujarat,77559
8/16/20,Haryana,46410
8/16/20,Himachal Pradesh,3993
8/16/20,Jammu and Kashmir,28021
8/16/20,Jharkhand,22389
8/16/20,Karnataka,219926
8/16/20,Kerala,42885
8/16/20,Ladakh,1909
8/16/20,Madhya Pradesh,44433
8/16/20,Maharashtra,584754
8/16/20,Manipur,4390
8/16/20,Meghalaya,1292
8/16/20,Mizoram,777
8/16/20,Nagaland,3340
8/16/20,Odisha,57126
8/16/20,Puducherry,7354
8/16/20,Punjab,30041
8/16/20,Rajasthan,59979
8/16/20,Sikkim,1148
8/16/20,Tamil Nadu,332105
8/16/20,Telangana,91361
8/16/20,Tripura,7061
8/16/20,Uttarakhand,11940
8/16/20,Uttar Pradesh,150061
8/16/20,West Bengal,113432
8/17/20,Andaman and Nicobar Islands,2399
8/17/20,Andhra Pradesh,289829
8/17/20,Arunachal Pradesh,2701
8/17/20,Assam,76875
8/17/20,Bihar,103844
8/17/20,Chandigarh,2102
8/17/20,Chhattisgarh,15471
8/17/20,Dadra and Nagar Haveli and Daman and Diu,1878
8/17/20,Delhi,152580
8/17/20,Goa,11639
8/17/20,Gujarat,78680
8/17/20,Haryana,47153
8/17/20,Himachal Pradesh,4156
8/17/20,Jammu and Kashmir,28470
8/17/20,Jharkhand,23055
8/17/20,Karnataka,226966
8/17/20,Kerala,44415
8/17/20,Ladakh,1948
8/17/20,Madhya Pradesh,45455
8/17/20,Maharashtra,595865
8/17/20,Manipur,4569
8/17/20,Meghalaya,1374
8/17/20,Mizoram,789
8/17/20,Nagaland,3394
8/17/20,Odisha,60050
8/17/20,Puducherry,7732
8/17/20,Punjab,31206
8/17/20,Rajasthan,61296
8/17/20,Sikkim,1167
8/17/20,Tamil Nadu,338055
8/17/20,Telangana,92255
8/17/20,Tripura,7204
8/17/20,Uttarakhand,12175
8/17/20,Uttar Pradesh,154418
8/17/20,West Bengal,116498
8/18/20,Andaman and Nicobar Islands,2445
8/18/20,Andhra Pradesh,296609
8/18/20,Arunachal Pradesh,2741
8/18/20,Assam,79667
8/18/20,Bihar,106307
8/18/20,Chandigarh,2216
8/18/20,Chhattisgarh,16025
8/18/20,Dadra and Nagar Haveli and Daman and Diu,1908
8/18/20,Delhi,153367
8/18/20,Goa,11994
8/18/20,Gujarat,79710
8/18/20,Haryana,48040
8/18/20,Himachal Pradesh,4174
8/18/20,Jammu and Kashmir,28892
8/18/20,Jharkhand,23752
8/18/20,Karnataka,233283
8/18/20,Kerala,46140
8/18/20,Ladakh,1966
8/18/20,Madhya Pradesh,46385
8/18/20,Maharashtra,604358
8/18/20,Manipur,4687
8/18/20,Meghalaya,1418
8/18/20,Mizoram,789
8/18/20,Nagaland,3455
8/18/20,Odisha,62294
8/18/20,Puducherry,8029
8/18/20,Punjab,32696
8/18/20,Rajasthan,62630
8/18/20,Sikkim,1187
8/18/20,Tamil Nadu,343945
8/18/20,Telangana,93937
8/18/20,Tripura,7409
8/18/20,Uttarakhand,12493
8/18/20,Uttar Pradesh,158216
8/18/20,West Bengal,119578
8/19/20,Andaman and Nicobar Islands,2529
8/19/20,Andhra Pradesh,306261
8/19/20,Arunachal Pradesh,2875
8/19/20,Assam,82201
8/19/20,Bihar,109498
8/19/20,Chandigarh,2305
8/19/20,Chhattisgarh,16833
8/19/20,Dadra and Nagar Haveli and Daman and Diu,1951
8/19/20,Delhi,154741
8/19/20,Goa,12333
8/19/20,Gujarat,80802
8/19/20,Haryana,48936
8/19/20,Himachal Pradesh,4235
8/19/20,Jammu and Kashmir,29326
8/19/20,Jharkhand,24477
8/19/20,Karnataka,240948
8/19/20,Kerala,47898
8/19/20,Ladakh,2010
8/19/20,Madhya Pradesh,47375
8/19/20,Maharashtra,615477
8/19/20,Manipur,4765
8/19/20,Meghalaya,1457
8/19/20,Mizoram,860
8/19/20,Nagaland,3520
8/19/20,Odisha,64533
8/19/20,Puducherry,8396
8/19/20,Punjab,34400
8/19/20,Rajasthan,63977
8/19/20,Sikkim,1207
8/19/20,Tamil Nadu,349654
8/19/20,Telangana,95700
8/19/20,Tripura,7645
8/19/20,Uttarakhand,12961
8/19/20,Uttar Pradesh,162434
8/19/20,West Bengal,122753
8/20/20,Andaman and Nicobar Islands,2604
8/20/20,Andhra Pradesh,316003
8/20/20,Arunachal Pradesh,2950
8/20/20,Assam,84317
8/20/20,Bihar,112437
8/20/20,Chandigarh,2396
8/20/20,Chhattisgarh,17485
8/20/20,Dadra and Nagar Haveli and Daman and Diu,1995
8/20/20,Delhi,156139
8/20/20,Goa,12675
8/20/20,Gujarat,81942
8/20/20,Haryana,49930
8/20/20,Himachal Pradesh,4411
8/20/20,Jammu and Kashmir,30034
8/20/20,Jharkhand,26090
8/20/20,Karnataka,249590
8/20/20,Kerala,50231
8/20/20,Ladakh,2048
8/20/20,Madhya Pradesh,48351
8/20/20,Maharashtra,628642
8/20/20,Manipur,4876
8/20/20,Meghalaya,1506
8/20/20,Mizoram,873
8/20/20,Nagaland,3558
8/20/20,Odisha,67122
8/20/20,Puducherry,8750
8/20/20,Punjab,36084
8/20/20,Rajasthan,65289
8/20/20,Sikkim,1232
8/20/20,Tamil Nadu,355449
8/20/20,Telangana,97424
8/20/20,Tripura,7835
8/20/20,Uttarakhand,13225
8/20/20,Uttar Pradesh,167510
8/20/20,West Bengal,125922
8/21/20,Andaman and Nicobar Islands,2680
8/21/20,Andhra Pradesh,325396
8/21/20,Arunachal Pradesh,3066
8/21/20,Assam,86052
8/21/20,Bihar,114941
8/21/20,Chandigarh,2515
8/21/20,Chhattisgarh,18501
8/21/20,Dadra and Nagar Haveli and Daman and Diu,2030
8/21/20,Delhi,157354
8/21/20,Goa,13099
8/21/20,Gujarat,83107
8/21/20,Haryana,50926
8/21/20,Himachal Pradesh,4538
8/21/20,Jammu and Kashmir,30717
8/21/20,Jharkhand,26753
8/21/20,Karnataka,256975
8/21/20,Kerala,52199
8/21/20,Ladakh,2077
8/21/20,Madhya Pradesh,49493
8/21/20,Maharashtra,643289
8/21/20,Manipur,4925
8/21/20,Meghalaya,1661
8/21/20,Mizoram,895
8/21/20,Nagaland,3583
8/21/20,Odisha,70020
8/21/20,Puducherry,9292
8/21/20,Punjab,37824
8/21/20,Rajasthan,66619
8/21/20,Sikkim,1290
8/21/20,Tamil Nadu,361435
8/21/20,Telangana,99391
8/21/20,Tripura,8091
8/21/20,Uttarakhand,13636
8/21/20,Uttar Pradesh,172334
8/21/20,West Bengal,129119
8/22/20,Andaman and Nicobar Islands,2747
8/22/20,Andhra Pradesh,334940
8/22/20,Arunachal Pradesh,3126
8/22/20,Assam,87908
8/22/20,Bihar,117413
8/22/20,Chandigarh,2631
8/22/20,Chhattisgarh,19510
8/22/20,Dadra and Nagar Haveli and Daman and Diu,2082
8/22/20,Delhi,158604
8/22/20,Goa,13484
8/22/20,Gujarat,84311
8/22/20,Haryana,52129
8/22/20,Himachal Pradesh,4728
8/22/20,Jammu and Kashmir,31371
8/22/20,Jharkhand,28196
8/22/20,Karnataka,264546
8/22/20,Kerala,54182
8/22/20,Ladakh,2133
8/22/20,Madhya Pradesh,50640
8/22/20,Maharashtra,657450
8/22/20,Manipur,5049
8/22/20,Meghalaya,1718
8/22/20,Mizoram,903
8/22/20,Nagaland,3619
8/22/20,Odisha,72718
8/22/20,Puducherry,9594
8/22/20,Punjab,39327
8/22/20,Rajasthan,67954
8/22/20,Sikkim,1336
8/22/20,Tamil Nadu,367430
8/22/20,Telangana,101865
8/22/20,Tripura,8371
8/22/20,Uttarakhand,14083
8/22/20,Uttar Pradesh,177239
8/22/20,West Bengal,132364
8/23/20,Andaman and Nicobar Islands,2808
8/23/20,Andhra Pradesh,345216
8/23/20,Arunachal Pradesh,3223
8/23/20,Assam,89468
8/23/20,Bihar,119529
8/23/20,Chandigarh,2776
8/23/20,Chhattisgarh,20078
8/23/20,Dadra and Nagar Haveli and Daman and Diu,2120
8/23/20,Delhi,160016
8/23/20,Goa,13790
8/23/20,Gujarat,85523
8/23/20,Haryana,53290
8/23/20,Himachal Pradesh,4895
8/23/20,Jammu and Kashmir,31981
8/23/20,Jharkhand,28571
8/23/20,Karnataka,271876
8/23/20,Kerala,56354
8/23/20,Ladakh,2210
8/23/20,Madhya Pradesh,51866
8/23/20,Maharashtra,671942
8/23/20,Manipur,5132
8/23/20,Meghalaya,1811
8/23/20,Mizoram,917
8/23/20,Nagaland,3635
8/23/20,Odisha,75537
8/23/20,Puducherry,10112
8/23/20,Punjab,40643
8/23/20,Rajasthan,69264
8/23/20,Sikkim,1381
8/23/20,Tamil Nadu,373410
8/23/20,Telangana,104249
8/23/20,Tripura,8702
8/23/20,Uttarakhand,14566
8/23/20,Uttar Pradesh,182453
8/23/20,West Bengal,135596
8/24/20,Andaman and Nicobar Islands,2860
8/24/20,Andhra Pradesh,353111
8/24/20,Arunachal Pradesh,3263
8/24/20,Assam,90740
8/24/20,Bihar,121947
8/24/20,Chandigarh,2918
8/24/20,Chhattisgarh,20918
8/24/20,Dadra and Nagar Haveli and Daman and Diu,2161
8/24/20,Delhi,161466
8/24/20,Goa,13999
8/24/20,Gujarat,86624
8/24/20,Haryana,54386
8/24/20,Himachal Pradesh,5001
8/24/20,Jammu and Kashmir,32647
8/24/20,Jharkhand,29677
8/24/20,Karnataka,277814
8/24/20,Kerala,58262
8/24/20,Ladakh,2279
8/24/20,Madhya Pradesh,53129
8/24/20,Maharashtra,682383
8/24/20,Manipur,5246
8/24/20,Meghalaya,1917
8/24/20,Mizoram,918
8/24/20,Nagaland,3686
8/24/20,Odisha,78530
8/24/20,Puducherry,10522
8/24/20,Punjab,41779
8/24/20,Rajasthan,70609
8/24/20,Sikkim,1403
8/24/20,Tamil Nadu,379385
8/24/20,Telangana,106091
8/24/20,Tripura,8902
8/24/20,Uttarakhand,15124
8/24/20,Uttar Pradesh,187781
8/24/20,West Bengal,138870
8/25/20,Andaman and Nicobar Islands,2904
8/25/20,Andhra Pradesh,361712
8/25/20,Arunachal Pradesh,3312
8/25/20,Assam,92619
8/25/20,Bihar,123198
8/25/20,Chandigarh,3035
8/25/20,Chhattisgarh,22054
8/25/20,Dadra and Nagar Haveli and Daman and Diu,2181
8/25/20,Delhi,162527
8/25/20,Goa,14138
8/25/20,Gujarat,87691
8/25/20,Haryana,55460
8/25/20,Himachal Pradesh,5101
8/25/20,Jammu and Kashmir,33075
8/25/20,Jharkhand,31005
8/25/20,Karnataka,283665
8/25/20,Kerala,59504
8/25/20,Ladakh,2330
8/25/20,Madhya Pradesh,54421
8/25/20,Maharashtra,693398
8/25/20,Manipur,5362
8/25/20,Meghalaya,1976
8/25/20,Mizoram,953
8/25/20,Nagaland,3714
8/25/20,Odisha,81479
8/25/20,Puducherry,10859
8/25/20,Punjab,43284
8/25/20,Rajasthan,71955
8/25/20,Sikkim,1446
8/25/20,Tamil Nadu,385352
8/25/20,Telangana,108670
8/25/20,Tripura,9195
8/25/20,Uttarakhand,15529
8/25/20,Uttar Pradesh,192382
8/25/20,West Bengal,141837
8/26/20,Andaman and Nicobar Islands,2945
8/26/20,Andhra Pradesh,371639
8/26/20,Arunachal Pradesh,3412
8/26/20,Assam,94592
8/26/20,Bihar,124536
8/26/20,Chandigarh,3209
8/26/20,Chhattisgarh,23341
8/26/20,Dadra and Nagar Haveli and Daman and Diu,2203
8/26/20,Delhi,164071
8/26/20,Goa,14530
8/26/20,Gujarat,88805
8/26/20,Haryana,56608
8/26/20,Himachal Pradesh,5154
8/26/20,Jammu and Kashmir,33776
8/26/20,Jharkhand,31973
8/26/20,Karnataka,291826
8/26/20,Kerala,61879
8/26/20,Ladakh,2420
8/26/20,Madhya Pradesh,55800
8/26/20,Maharashtra,703823
8/26/20,Manipur,5444
8/26/20,Meghalaya,2018
8/26/20,Mizoram,967
8/26/20,Nagaland,3752
8/26/20,Odisha,84231
8/26/20,Puducherry,11426
8/26/20,Punjab,44577
8/26/20,Rajasthan,73325
8/26/20,Sikkim,1475
8/26/20,Tamil Nadu,391303
8/26/20,Telangana,111688
8/26/20,Tripura,9523
8/26/20,Uttarakhand,16014
8/26/20,Uttar Pradesh,197388
8/26/20,West Bengal,144801
8/27/20,Andaman and Nicobar Islands,2985
8/27/20,Andhra Pradesh,382469
8/27/20,Arunachal Pradesh,3555
8/27/20,Assam,96771
8/27/20,Bihar,126714
8/27/20,Chandigarh,3376
8/27/20,Chhattisgarh,24550
8/27/20,Dadra and Nagar Haveli and Daman and Diu,2228
8/27/20,Delhi,165764
8/27/20,Goa,15027
8/27/20,Gujarat,89994
8/27/20,Haryana,58005
8/27/20,Himachal Pradesh,5321
8/27/20,Jammu and Kashmir,34480
8/27/20,Jharkhand,33046
8/27/20,Karnataka,300406
8/27/20,Kerala,64355
8/27/20,Ladakh,2451
8/27/20,Madhya Pradesh,56864
8/27/20,Maharashtra,718711
8/27/20,Manipur,5585
8/27/20,Meghalaya,2050
8/27/20,Mizoram,967
8/27/20,Nagaland,3778
8/27/20,Odisha,87602
8/27/20,Puducherry,11930
8/27/20,Punjab,46090
8/27/20,Rajasthan,74670
8/27/20,Sikkim,1486
8/27/20,Tamil Nadu,397261
8/27/20,Telangana,114483
8/27/20,Tripura,9908
8/27/20,Uttarakhand,16549
8/27/20,Uttar Pradesh,203028
8/27/20,West Bengal,147775
8/28/20,Andaman and Nicobar Islands,3018
8/28/20,Andhra Pradesh,393090
8/28/20,Arunachal Pradesh,3633
8/28/20,Assam,98807
8/28/20,Bihar,128780
8/28/20,Chandigarh,3564
8/28/20,Chhattisgarh,25988
8/28/20,Dadra and Nagar Haveli and Daman and Diu,2266
8/28/20,Delhi,167604
8/28/20,Goa,15483
8/28/20,Gujarat,91179
8/28/20,Haryana,59298
8/28/20,Himachal Pradesh,5501
8/28/20,Jammu and Kashmir,35135
8/28/20,Jharkhand,34396
8/28/20,Karnataka,309792
8/28/20,Kerala,66761
8/28/20,Ladakh,2492
8/28/20,Madhya Pradesh,58181
8/28/20,Maharashtra,733568
8/28/20,Manipur,5725
8/28/20,Meghalaya,2129
8/28/20,Mizoram,974
8/28/20,Nagaland,3784
8/28/20,Odisha,90986
8/28/20,Puducherry,12434
8/28/20,Punjab,47836
8/28/20,Rajasthan,76015
8/28/20,Sikkim,1542
8/28/20,Tamil Nadu,403242
8/28/20,Telangana,117415
8/28/20,Tripura,10414
8/28/20,Uttarakhand,17277
8/28/20,Uttar Pradesh,208419
8/28/20,West Bengal,150772
8/29/20,Andaman and Nicobar Islands,3050
8/29/20,Andhra Pradesh,403616
8/29/20,Arunachal Pradesh,3745
8/29/20,Assam,101367
8/29/20,Bihar,131057
8/29/20,Chandigarh,3724
8/29/20,Chhattisgarh,27233
8/29/20,Dadra and Nagar Haveli and Daman and Diu,2290
8/29/20,Delhi,169412
8/29/20,Goa,16006
8/29/20,Gujarat,92452
8/29/20,Haryana,60596
8/29/20,Himachal Pradesh,5637
8/29/20,Jammu and Kashmir,35831
8/29/20,Jharkhand,35321
8/29/20,Karnataka,318752
8/29/20,Kerala,69304
8/29/20,Ladakh,2540
8/29/20,Madhya Pradesh,59433
8/29/20,Maharashtra,747995
8/29/20,Manipur,5843
8/29/20,Meghalaya,2240
8/29/20,Mizoram,1003
8/29/20,Nagaland,3805
8/29/20,Odisha,94668
8/29/20,Puducherry,13024
8/29/20,Punjab,49378
8/29/20,Rajasthan,77370
8/29/20,Sikkim,1576
8/29/20,Tamil Nadu,409238
8/29/20,Telangana,120166
8/29/20,Tripura,10857
8/29/20,Uttarakhand,17865
8/29/20,Uttar Pradesh,213824
8/29/20,West Bengal,153754
8/30/20,Andaman and Nicobar Islands,3081
8/30/20,Andhra Pradesh,414164
8/30/20,Arunachal Pradesh,3877
8/30/20,Assam,103794
8/30/20,Bihar,133003
8/30/20,Chandigarh,3985
8/30/20,Chhattisgarh,28746
8/30/20,Dadra and Nagar Haveli and Daman and Diu,2306
8/30/20,Delhi,171366
8/30/20,Goa,16553
8/30/20,Gujarat,93734
8/30/20,Haryana,61987
8/30/20,Himachal Pradesh,5781
8/30/20,Jammu and Kashmir,36377
8/30/20,Jharkhand,36857
8/30/20,Karnataka,327076
8/30/20,Kerala,71701
8/30/20,Ladakh,2603
8/30/20,Madhya Pradesh,60875
8/30/20,Maharashtra,764281
8/30/20,Manipur,5960
8/30/20,Meghalaya,2283
8/30/20,Mizoram,1008
8/30/20,Nagaland,3851
8/30/20,Odisha,97920
8/30/20,Puducherry,13556
8/30/20,Punjab,50848
8/30/20,Rajasthan,78777
8/30/20,Sikkim,1602
8/30/20,Tamil Nadu,415590
8/30/20,Telangana,123090
8/30/20,Tripura,11307
8/30/20,Uttarakhand,18571
8/30/20,Uttar Pradesh,219457
8/30/20,West Bengal,156766
8/31/20,Andaman and Nicobar Islands,3104
8/31/20,Andhra Pradesh,424767
8/31/20,Arunachal Pradesh,4034
8/31/20,Assam,105774
8/31/20,Bihar,135035
8/31/20,Chandigarh,4155
8/31/20,Chhattisgarh,30092
8/31/20,Dadra and Nagar Haveli and Daman and Diu,2340
8/31/20,Delhi,173390
8/31/20,Goa,17004
8/31/20,Gujarat,95009
8/31/20,Haryana,63282
8/31/20,Himachal Pradesh,5945
8/31/20,Jammu and Kashmir,37163
8/31/20,Jharkhand,38435
8/31/20,Karnataka,335928
8/31/20,Kerala,73855
8/31/20,Ladakh,2638
8/31/20,Madhya Pradesh,62433
8/31/20,Maharashtra,780689
8/31/20,Manipur,6112
8/31/20,Meghalaya,2343
8/31/20,Mizoram,1011
8/31/20,Nagaland,3922
8/31/20,Odisha,100934
8/31/20,Puducherry,14127
8/31/20,Punjab,52526
8/31/20,Rajasthan,80227
8/31/20,Sikkim,1627
8/31/20,Tamil Nadu,422085
8/31/20,Telangana,124963
8/31/20,Tripura,11644
8/31/20,Uttarakhand,19235
8/31/20,Uttar Pradesh,225632
8/31/20,West Bengal,159785
9/1/20,Andaman and Nicobar Islands,3132
9/1/20,Andhra Pradesh,434771
9/1/20,Arunachal Pradesh,4112
9/1/20,Assam,109040
9/1/20,Bihar,136457
9/1/20,Chandigarh,4346
9/1/20,Chhattisgarh,31503
9/1/20,Dadra and Nagar Haveli and Daman and Diu,2367
9/1/20,Delhi,174748
9/1/20,Goa,17418
9/1/20,Gujarat,96300
9/1/20,Haryana,64732
9/1/20,Himachal Pradesh,6116
9/1/20,Jammu and Kashmir,37698
9/1/20,Jharkhand,41656
9/1/20,Karnataka,342423
9/1/20,Kerala,75385
9/1/20,Ladakh,2681
9/1/20,Madhya Pradesh,63965
9/1/20,Maharashtra,792541
9/1/20,Manipur,6252
9/1/20,Meghalaya,2368
9/1/20,Mizoram,1011
9/1/20,Nagaland,3950
9/1/20,Odisha,103536
9/1/20,Puducherry,14411
9/1/20,Punjab,53992
9/1/20,Rajasthan,81693
9/1/20,Sikkim,1652
9/1/20,Tamil Nadu,428041
9/1/20,Telangana,127697
9/1/20,Tripura,12153
9/1/20,Uttarakhand,19827
9/1/20,Uttar Pradesh,230414
9/1/20,West Bengal,162778
9/2/20,Andaman and Nicobar Islands,3160
9/2/20,Andhra Pradesh,445139
9/2/20,Arunachal Pradesh,4212
9/2/20,Assam,111724
9/2/20,Bihar,138349
9/2/20,Chandigarh,4550
9/2/20,Chhattisgarh,33387
9/2/20,Dadra and Nagar Haveli and Daman and Diu,2386
9/2/20,Delhi,177060
9/2/20,Goa,18006
9/2/20,Gujarat,97629
9/2/20,Haryana,66426
9/2/20,Himachal Pradesh,6255
9/2/20,Jammu and Kashmir,38223
9/2/20,Jharkhand,43833
9/2/20,Karnataka,351481
9/2/20,Kerala,76525
9/2/20,Ladakh,2733
9/2/20,Madhya Pradesh,65490
9/2/20,Maharashtra,808306
9/2/20,Manipur,6382
9/2/20,Meghalaya,2440
9/2/20,Mizoram,1020
9/2/20,Nagaland,4003
9/2/20,Odisha,106561
9/2/20,Puducherry,14766
9/2/20,Punjab,55508
9/2/20,Rajasthan,83163
9/2/20,Sikkim,1670
9/2/20,Tamil Nadu,433969
9/2/20,Telangana,130589
9/2/20,Tripura,12702
9/2/20,Uttarakhand,20398
9/2/20,Uttar Pradesh,235757
9/2/20,West Bengal,165721
9/3/20,Andaman and Nicobar Islands,3186
9/3/20,Andhra Pradesh,455531
9/3/20,Arunachal Pradesh,4360
9/3/20,Assam,115279
9/3/20,Bihar,141441
9/3/20,Chandigarh,4789
9/3/20,Chhattisgarh,35683
9/3/20,Dadra and Nagar Haveli and Daman and Diu,2435
9/3/20,Delhi,179569
9/3/20,Goa,18642
9/3/20,Gujarat,98888
9/3/20,Haryana,68218
9/3/20,Himachal Pradesh,6416
9/3/20,Jammu and Kashmir,38864
9/3/20,Jharkhand,44862
9/3/20,Karnataka,361341
9/3/20,Kerala,78072
9/3/20,Ladakh,2785
9/3/20,Madhya Pradesh,66914
9/3/20,Maharashtra,825739
9/3/20,Manipur,6507
9/3/20,Meghalaya,2517
9/3/20,Mizoram,1020
9/3/20,Nagaland,4017
9/3/20,Odisha,109780
9/3/20,Puducherry,15157
9/3/20,Punjab,56989
9/3/20,Rajasthan,84674
9/3/20,Sikkim,1704
9/3/20,Tamil Nadu,439959
9/3/20,Telangana,133406
9/3/20,Tripura,13292
9/3/20,Uttarakhand,21234
9/3/20,Uttar Pradesh,241439
9/3/20,West Bengal,168697
9/4/20,Andaman and Nicobar Islands,3223
9/4/20,Andhra Pradesh,465730
9/4/20,Arunachal Pradesh,4574
9/4/20,Assam,118333
9/4/20,Bihar,142967
9/4/20,Chandigarh,5065
9/4/20,Chhattisgarh,37967
9/4/20,Dadra and Nagar Haveli and Daman and Diu,2450
9/4/20,Delhi,182306
9/4/20,Goa,19355
9/4/20,Gujarat,100213
9/4/20,Haryana,70099
9/4/20,Himachal Pradesh,6615
9/4/20,Jammu and Kashmir,39943
9/4/20,Jharkhand,46480
9/4/20,Karnataka,370206
9/4/20,Kerala,79625
9/4/20,Ladakh,2840
9/4/20,Madhya Pradesh,68586
9/4/20,Maharashtra,843844
9/4/20,Manipur,6609
9/4/20,Meghalaya,2626
9/4/20,Mizoram,1040
9/4/20,Nagaland,4066
9/4/20,Odisha,113411
9/4/20,Puducherry,15581
9/4/20,Punjab,58515
9/4/20,Rajasthan,86227
9/4/20,Sikkim,1738
9/4/20,Tamil Nadu,445851
9/4/20,Telangana,135884
9/4/20,Tripura,13816
9/4/20,Uttarakhand,22180
9/4/20,Uttar Pradesh,247101
9/4/20,West Bengal,171681
9/5/20,Andaman and Nicobar Islands,3257
9/5/20,Andhra Pradesh,476506
9/5/20,Arunachal Pradesh,4775
9/5/20,Assam,121224
9/5/20,Bihar,144104
9/5/20,Chandigarh,5268
9/5/20,Chhattisgarh,40634
9/5/20,Dadra and Nagar Haveli and Daman and Diu,2467
9/5/20,Delhi,185220
9/5/20,Goa,19863
9/5/20,Gujarat,101533
9/5/20,Haryana,71983
9/5/20,Himachal Pradesh,6830
9/5/20,Jammu and Kashmir,40990
9/5/20,Jharkhand,48039
